StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,intro_text_tme_First Click,intro_text_tme_Last Click,intro_text_tme_Page Submit,intro_text_tme_Click Count,intro_hypo_tme_First Click,intro_hypo_tme_Last Click,intro_hypo_tme_Page Submit,intro_hypo_tme_Click Count,happ1_desc_tme_First Click,happ1_desc_tme_Last Click,happ1_desc_tme_Page Submit,happ1_desc_tme_Click Count,happ1_perf_tme_First Click,happ1_perf_tme_Last Click,happ1_perf_tme_Page Submit,happ1_perf_tme_Click Count,happ1_emot_hap,happ1_emot_sat,happ1_emot_enj,happ1_emot_ala,happ1_emot_sca,happ1_emot_fea,happ1_emot_irr,happ1_emot_agg,happ1_emot_ann,happ1_emot_DO,happ1_supp_dif,happ1_supp_con,angr1_desc_tme_First Click,angr1_desc_tme_Last Click,angr1_desc_tme_Page Submit,angr1_desc_tme_Click Count,angr1_perf_tme_First Click,angr1_perf_tme_Last Click,angr1_perf_tme_Page Submit,angr1_perf_tme_Click Count,angr1_emot_hap,angr1_emot_sat,angr1_emot_enj,angr1_emot_ala,angr1_emot_sca,angr1_emot_fea,angr1_emot_irr,angr1_emot_agg,angr1_emot_ann,angr1_emot_DO,angr1_supp_dif,angr1_supp_con,neut1_desc_tme_First Click,neut1_desc_tme_Last Click,neut1_desc_tme_Page Submit,neut1_desc_tme_Click Count,neut1_perf_tme_First Click,neut1_perf_tme_Last Click,neut1_perf_tme_Page Submit,neut1_perf_tme_Click Count,neut1_emot_hap,neut1_emot_sat,neut1_emot_enj,neut1_emot_ala,neut1_emot_sca,neut1_emot_fea,neut1_emot_irr,neut1_emot_agg,neut1_emot_ann,neut1_emot_DO,neut1_supp_dif,neut1_supp_con,happ2_desc_tme_First Click,happ2_desc_tme_Last Click,happ2_desc_tme_Page Submit,happ2_desc_tme_Click Count,happ2_perf_tme_First Click,happ2_perf_tme_Last Click,happ2_perf_tme_Page Submit,happ2_perf_tme_Click Count,happ2_emot_hap,happ2_emot_sat,happ2_emot_enj,happ2_emot_ala,happ2_emot_sca,happ2_emot_fea,happ2_emot_irr,happ2_emot_agg,happ2_emot_ann,happ2_emot_DO,happ2_supp_dif,happ2_supp_con,angr2_desc_tme_First Click,angr2_desc_tme_Last Click,angr2_desc_tme_Page Submit,angr2_desc_tme_Click Count,angr2_perf_tme_First Click,angr2_perf_tme_Last Click,angr2_perf_tme_Page Submit,angr2_perf_tme_Click Count,angr2_emot_hap,angr2_emot_sat,angr2_emot_enj,angr2_emot_ala,angr2_emot_sca,angr2_emot_fea,angr2_emot_irr,angr2_emot_agg,angr2_emot_ann,angr2_emot_DO,angr2_supp_dif,angr2_supp_con,neut2_desc_tme_First Click,neut2_desc_tme_Last Click,neut2_desc_tme_Page Submit,neut2_desc_tme_Click Count,neut2_perf_tme_First Click,neut2_perf_tme_Last Click,neut2_perf_tme_Page Submit,neut2_perf_tme_Click Count,neut2_emot_hap,neut2_emot_sat,neut2_emot_enj,neut2_emot_ala,neut2_emot_sca,neut2_emot_fea,neut2_emot_irr,neut2_emot_agg,neut2_emot_ann,neut2_emot_DO,neut2_supp_dif,neut2_supp_con,indiv_inst_tme_First Click,indiv_inst_tme_Last Click,indiv_inst_tme_Page Submit,indiv_inst_tme_Click Count,indiv_gend_var,indiv_gend_var_6_TEXT,indiv_agee_var,indiv_maia_001,indiv_maia_002,indiv_maia_003,indiv_maia_004,indiv_maia_005,indiv_maia_006,indiv_maia_007,indiv_maia_008,indiv_maia_009,indiv_maia_010,indiv_maia_011,indiv_maia_012,indiv_maia_013,indiv_maia_014,indiv_maia_015,indiv_maia_016,indiv_maia_017,indiv_maia_018,indiv_maia_019,indiv_maia_020,indiv_maia_021,indiv_maia_022,indiv_maia_023,indiv_maia_024,indiv_maia_025,indiv_maia_026,indiv_maia_027,indiv_maia_028,indiv_maia_029,indiv_maia_030,indiv_maia_031,indiv_maia_032,debri_pass_var,exper_init_var,exper_ssid_var,exper_date_var,feedb_awar_var,feedb_blef_var,video_awar_var,heard_awar_var,exper_csnt_vd1,exper_csnt_vd2,exper_csnt_vd3,exper_csnt_vd4,exper_csnt_vd5,exper_csnt_aud,exper_note_var,demand,FL_20_DO,FL_5_DO,FL_6_DO
11/7/2019 12:33,11/7/2019 13:31,0,100,3461,1,11/7/2019 13:31,R_2q4RxHKrITAHUIa,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,12.456,0,0,0,12.666,0,0,0,6.86,0,0,0,5.105,0,4,3,3,1,1,1,1,1,1,happ1_emot_irr|happ1_emot_ala|happ1_emot_ann|happ1_emot_enj|happ1_emot_fea|happ1_emot_hap|happ1_emot_sca|happ1_emot_agg|happ1_emot_sat,1,4,0,0,10.741,0,0,0,5.109,0,2,2,1,1,1,1,2,1,1,angr1_emot_fea|angr1_emot_sca|angr1_emot_irr|angr1_emot_hap|angr1_emot_agg|angr1_emot_ann|angr1_emot_enj|angr1_emot_ala|angr1_emot_sat,1,4,0,0,6.806,0,0,0,5.006,0,1,1,1,2,1,1,2,1,1,neut1_emot_fea|neut1_emot_agg|neut1_emot_sat|neut1_emot_ala|neut1_emot_ann|neut1_emot_hap|neut1_emot_irr|neut1_emot_enj|neut1_emot_sca,1,3,0,0,7.596,0,0,0,5.006,0,3,2,2,1,1,1,1,1,1,happ2_emot_sca|happ2_emot_ann|happ2_emot_enj|happ2_emot_sat|happ2_emot_hap|happ2_emot_fea|happ2_emot_irr|happ2_emot_ala|happ2_emot_agg,1,4,0,0,6.952,0,0,0,5.006,0,1,1,1,1,1,1,2,1,2,angr2_emot_fea|angr2_emot_hap|angr2_emot_irr|angr2_emot_sat|angr2_emot_ala|angr2_emot_ann|angr2_emot_sca|angr2_emot_enj|angr2_emot_agg,1,4,0,0,7.415,0,0,0,5.005,0,1,1,1,2,1,1,2,1,1,neut2_emot_ala|neut2_emot_fea|neut2_emot_sca|neut2_emot_ann|neut2_emot_enj|neut2_emot_hap|neut2_emot_irr|neut2_emot_sat|neut2_emot_agg,1,3,0,0,14.132,0,1,,18,4,4,2,3,2,2,4,2,3,4,2,2,4,4,4,4,4,2,2,3,3,4,2,2,3,2,3,2,2,5,3,5,password,rev,152,11/7/2019,2,0,0,0,1,1,1,0,0,1,"agreed with hyp. 
Kind of caught the catch before I told her
said "" I feel like I agree, but maybe my expectations inf that."" 
deep thinker",pos,FL_21,Anger1|Happy1|Neutral1,Anger2|Neutral2|Happy2
11/7/2019 14:55,11/7/2019 15:26,0,100,1855,1,11/7/2019 15:26,R_2wzbYxoVEceyacx,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,8.715,0,0,0,12.023,0,0,0,6.287,0,0,0,5.006,0,2,2,2,1,1,1,1,1,1,happ1_emot_irr|happ1_emot_sca|happ1_emot_fea|happ1_emot_ann|happ1_emot_hap|happ1_emot_enj|happ1_emot_ala|happ1_emot_sat|happ1_emot_agg,1,4,0,0,6.584,0,0,0,5.008,0,1,1,1,1,1,1,1,1,1,angr1_emot_enj|angr1_emot_agg|angr1_emot_fea|angr1_emot_ann|angr1_emot_hap|angr1_emot_sca|angr1_emot_irr|angr1_emot_ala|angr1_emot_sat,1,4,0,0,7.483,0,0,0,5.007,0,1,1,1,1,1,1,1,1,1,neut1_emot_irr|neut1_emot_enj|neut1_emot_ala|neut1_emot_sat|neut1_emot_fea|neut1_emot_sca|neut1_emot_hap|neut1_emot_agg|neut1_emot_ann,1,4,0,0,7.85,0,0,0,5.006,0,2,2,1,1,1,1,1,1,1,happ2_emot_hap|happ2_emot_ala|happ2_emot_agg|happ2_emot_sat|happ2_emot_fea|happ2_emot_sca|happ2_emot_irr|happ2_emot_ann|happ2_emot_enj,1,4,0,0,6.143,0,0,0,5.005,0,1,1,1,1,1,1,1,1,1,angr2_emot_irr|angr2_emot_ala|angr2_emot_hap|angr2_emot_enj|angr2_emot_ann|angr2_emot_agg|angr2_emot_sca|angr2_emot_fea|angr2_emot_sat,1,4,0,0,5.731,0,0,0,5.005,0,1,1,1,1,1,1,1,1,1,neut2_emot_fea|neut2_emot_hap|neut2_emot_enj|neut2_emot_sca|neut2_emot_agg|neut2_emot_ala|neut2_emot_irr|neut2_emot_sat|neut2_emot_ann,1,4,0,0,3.439,0,1,,19,4,4,2,4,5,4,4,3,2,3,2,2,2,2,3,2,2,3,4,3,3,4,2,2,2,2,2,2,2,2,2,2,password,GEO,153,11/7/2019,2,3,3,0,1,1,1,1,1,1,She was wearing glasses so it was hard to identify a scowl. She said she didn't feel any emotions throughout the study but agreed with the positive demand hypothesis. She thought there was a chemical connection between emotional and physical states. She knew that she was in the demand positive group. ,pos,FL_21,Neutral1|Anger1|Happy1,Anger2|Neutral2|Happy2
11/7/2019 17:10,11/7/2019 18:24,0,100,4498,1,11/7/2019 18:24,R_233RzN0aWIx2Yed,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,28.969,0,0,0,16.465,0,0,0,10.8,0,0,0,5.007,0,3,3,4,1,1,1,1,1,1,happ1_emot_agg|happ1_emot_irr|happ1_emot_fea|happ1_emot_hap|happ1_emot_ala|happ1_emot_sat|happ1_emot_sca|happ1_emot_ann|happ1_emot_enj,1,6,0,0,18.298,0,0,0,5.009,0,1,1,1,1,1,1,1,1,1,angr1_emot_ann|angr1_emot_sat|angr1_emot_fea|angr1_emot_irr|angr1_emot_ala|angr1_emot_hap|angr1_emot_sca|angr1_emot_agg|angr1_emot_enj,1,6,0,0,6.969,0,0,0,5.007,0,1,1,1,1,1,1,1,1,1,neut1_emot_irr|neut1_emot_sat|neut1_emot_agg|neut1_emot_fea|neut1_emot_ala|neut1_emot_sca|neut1_emot_ann|neut1_emot_enj|neut1_emot_hap,1,5,0,0,6.945,0,0,0,5.106,0,2,1,2,1,1,1,1,1,1,happ2_emot_agg|happ2_emot_enj|happ2_emot_sat|happ2_emot_ann|happ2_emot_irr|happ2_emot_ala|happ2_emot_hap|happ2_emot_sca|happ2_emot_fea,1,6,0,0,10.773,0,0,0,5.105,0,1,1,1,1,1,1,1,1,1,angr2_emot_ann|angr2_emot_sca|angr2_emot_ala|angr2_emot_enj|angr2_emot_sat|angr2_emot_agg|angr2_emot_hap|angr2_emot_irr|angr2_emot_fea,1,6,0,0,7.843,0,0,0,5.006,0,1,1,1,1,1,1,1,1,1,neut2_emot_ala|neut2_emot_sca|neut2_emot_enj|neut2_emot_fea|neut2_emot_ann|neut2_emot_irr|neut2_emot_sat|neut2_emot_hap|neut2_emot_agg,1,5,0,0,5.621,0,1,,21,4,4,4,4,2,2,4,2,4,4,2,5,4,4,4,4,2,4,5,5,5,4,2,3,4,2,4,1,2,3,4,4,password,MAM,154,10/31/2019,1,3,1,0,1,1,0,0,0,1,"She had a very hard time following during the debriefing, but did her best when she went through the study. Asked questions afterwards about some of the methodology of the study - a very curious girl.",neg,FL_22,Anger1|Happy1|Neutral1,Neutral2|Anger2|Happy2
11/8/2019 11:11,11/8/2019 12:17,0,100,3984,1,11/8/2019 12:17,R_PGwHBRRj4Isvth7,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,28.221,0,0,0,12.816,0,0,0,14.797,0,0,0,5.006,0,2,1,2,1,1,1,1,1,1,happ1_emot_agg|happ1_emot_hap|happ1_emot_sca|happ1_emot_irr|happ1_emot_enj|happ1_emot_ann|happ1_emot_ala|happ1_emot_sat|happ1_emot_fea,1,6,0,0,24.705,0,0,0,5.009,0,1,1,1,1,1,1,2,1,2,angr1_emot_enj|angr1_emot_agg|angr1_emot_ann|angr1_emot_sca|angr1_emot_fea|angr1_emot_ala|angr1_emot_sat|angr1_emot_irr|angr1_emot_hap,1,4,0,0,13.92,0,0,0,5.011,0,1,1,1,2,1,1,1,1,1,neut1_emot_fea|neut1_emot_ala|neut1_emot_agg|neut1_emot_irr|neut1_emot_enj|neut1_emot_sca|neut1_emot_ann|neut1_emot_hap|neut1_emot_sat,1,1,0,0,9.552,0,0,0,5.006,0,2,2,2,2,1,1,1,1,1,happ2_emot_enj|happ2_emot_sat|happ2_emot_ala|happ2_emot_fea|happ2_emot_hap|happ2_emot_irr|happ2_emot_sca|happ2_emot_agg|happ2_emot_ann,1,6,0,0,9.236,0,0,0,5.008,0,1,1,1,1,1,1,2,1,2,angr2_emot_sca|angr2_emot_agg|angr2_emot_ann|angr2_emot_irr|angr2_emot_sat|angr2_emot_ala|angr2_emot_fea|angr2_emot_enj|angr2_emot_hap,1,6,0,0,8.369,0,0,0,5.005,0,1,1,1,1,1,1,1,1,1,neut2_emot_sat|neut2_emot_enj|neut2_emot_agg|neut2_emot_ala|neut2_emot_irr|neut2_emot_hap|neut2_emot_sca|neut2_emot_ann|neut2_emot_fea,1,6,0,0,8.682,0,1,,21,4,3,3,2,4,3,4,4,4,2,1,1,2,2,2,2,3,4,2,4,3,4,2,2,3,3,3,3,4,4,4,4,password,TSS,155,11/8/2019,2,4,2,0,1,1,1,0,0,0,"Language barrier. Some questions required extensive rephrasing. Subject didn't understand GSR aspect of study, but somehow still got the hypothesis and manipulation correct",pos,FL_21,Neutral1|Anger1|Happy1,Anger2|Neutral2|Happy2
11/8/2019 14:01,11/8/2019 14:55,0,100,3259,1,11/8/2019 14:55,R_3LkhHI8nCN1s5UA,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,14.299,0,0,0,12.535,0,0,0,20.665,0,0,0,5.007,0,1,1,1,1,1,1,1,1,2,happ1_emot_sat|happ1_emot_fea|happ1_emot_ala|happ1_emot_sca|happ1_emot_agg|happ1_emot_irr|happ1_emot_enj|happ1_emot_hap|happ1_emot_ann,2,6,0,0,6.444,0,0,0,5.008,0,1,1,2,1,1,1,1,1,1,angr1_emot_sat|angr1_emot_irr|angr1_emot_ala|angr1_emot_sca|angr1_emot_ann|angr1_emot_hap|angr1_emot_fea|angr1_emot_enj|angr1_emot_agg,1,6,0,0,7.017,0,0,0,5.008,0,1,1,1,1,1,1,1,1,1,neut1_emot_irr|neut1_emot_sat|neut1_emot_sca|neut1_emot_ala|neut1_emot_fea|neut1_emot_hap|neut1_emot_agg|neut1_emot_ann|neut1_emot_enj,1,6,0,0,10.765,0,0,0,5.006,0,1,1,1,1,1,1,2,1,2,happ2_emot_fea|happ2_emot_ann|happ2_emot_enj|happ2_emot_sca|happ2_emot_sat|happ2_emot_agg|happ2_emot_irr|happ2_emot_hap|happ2_emot_ala,1,6,0,0,10.607,0,0,0,5.006,0,1,1,1,1,1,1,1,1,1,angr2_emot_agg|angr2_emot_ala|angr2_emot_sca|angr2_emot_sat|angr2_emot_ann|angr2_emot_hap|angr2_emot_enj|angr2_emot_irr|angr2_emot_fea,1,6,0,0,6.337,0,0,0,5.108,0,1,1,1,1,1,1,1,1,2,neut2_emot_enj|neut2_emot_sat|neut2_emot_ann|neut2_emot_fea|neut2_emot_irr|neut2_emot_ala|neut2_emot_sca|neut2_emot_agg|neut2_emot_hap,1,5,0,0,4.37,0,1,,18,4,5,5,5,2,3,2,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,3,4,4,4,4,password,rev,156,11/8/2019,4,0,3,0,1,1,1,1,1,1,"part basically guessed our true intent of emotion on expression immediately. 

She also asked about the comp and how we would know if she made the facial tasks

very aware

in debriefing before big reveal, she said she wonders if she agrees because of biases and because of expectations. 
really interesting part. ",neg,FL_22,Happy1|Neutral1|Anger1,Anger2|Happy2|Neutral2
11/8/2019 14:55,11/8/2019 15:40,0,100,2658,1,11/8/2019 15:40,R_3I5lqw0j18KjWyf,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,10.715,0,0,0,11.767,0,0,0,39.43,0,0,0,5.106,0,1,1,1,1,1,1,1,1,1,happ1_emot_agg|happ1_emot_ala|happ1_emot_sat|happ1_emot_sca|happ1_emot_hap|happ1_emot_enj|happ1_emot_ann|happ1_emot_irr|happ1_emot_fea,1,6,0,0,13.145,0,0,0,5.006,0,1,1,1,1,1,1,1,1,1,angr1_emot_sat|angr1_emot_fea|angr1_emot_ann|angr1_emot_sca|angr1_emot_hap|angr1_emot_ala|angr1_emot_enj|angr1_emot_irr|angr1_emot_agg,1,6,0,0,13.914,0,0,0,5.008,0,2,1,2,1,1,1,1,1,1,neut1_emot_sca|neut1_emot_ann|neut1_emot_enj|neut1_emot_hap|neut1_emot_irr|neut1_emot_ala|neut1_emot_sat|neut1_emot_fea|neut1_emot_agg,1,6,0,0,13.47,0,0,0,5.11,0,1,1,1,1,1,1,1,1,1,happ2_emot_hap|happ2_emot_agg|happ2_emot_enj|happ2_emot_fea|happ2_emot_sca|happ2_emot_sat|happ2_emot_ann|happ2_emot_irr|happ2_emot_ala,1,6,0,0,6.084,0,0,0,5.006,0,1,1,1,1,1,1,1,1,1,angr2_emot_ala|angr2_emot_agg|angr2_emot_sca|angr2_emot_hap|angr2_emot_sat|angr2_emot_irr|angr2_emot_ann|angr2_emot_fea|angr2_emot_enj,1,6,0,0,6.16,0,0,0,5.005,0,1,1,1,1,1,1,1,1,1,neut2_emot_sca|neut2_emot_fea|neut2_emot_agg|neut2_emot_sat|neut2_emot_irr|neut2_emot_ala|neut2_emot_ann|neut2_emot_hap|neut2_emot_enj,1,6,0,0,10.748,0,2,,18,5,5,5,1,1,3,5,1,3,3,5,5,3,4,4,4,4,2,1,1,1,3,3,3,3,3,3,1,2,4,3,5,password,rev,157,11/8/2019,0,0,2,0,0,1,0,1,0,0,"kind of looked into cam in the study a few times and sort of exaggerated for such. 

aware of cam
 agreed with hyp",neg,FL_22,Neutral1|Happy1|Anger1,Happy2|Neutral2|Anger2
11/8/2019 15:56,11/8/2019 16:32,0,100,2146,1,11/8/2019 16:32,R_3Evd9sdyYz6yExg,,,,,35.9539032,-83.93569946,anonymous,EN,6.126,6.126,11.02,1,,,,,0,0,6.698,0,0,0,5.006,0,1,1,1,1,1,1,1,1,1,happ1_emot_fea|happ1_emot_enj|happ1_emot_hap|happ1_emot_sat|happ1_emot_irr|happ1_emot_agg|happ1_emot_ann|happ1_emot_ala|happ1_emot_sca,1,2,0,0,12.253,0,0,0,5.01,0,1,1,1,1,1,1,1,1,1,angr1_emot_ala|angr1_emot_enj|angr1_emot_agg|angr1_emot_fea|angr1_emot_hap|angr1_emot_sat|angr1_emot_ann|angr1_emot_sca|angr1_emot_irr,1,4,0,0,6.069,0,0,0,5.107,0,1,1,1,1,1,1,1,1,1,neut1_emot_enj|neut1_emot_hap|neut1_emot_irr|neut1_emot_fea|neut1_emot_sat|neut1_emot_agg|neut1_emot_ala|neut1_emot_ann|neut1_emot_sca,1,1,0,0,6.629,0,0,0,5.005,0,1,1,1,1,1,1,1,1,1,happ2_emot_sca|happ2_emot_sat|happ2_emot_enj|happ2_emot_hap|happ2_emot_ala|happ2_emot_ann|happ2_emot_irr|happ2_emot_fea|happ2_emot_agg,1,2,0,0,5.786,0,0,0,5.007,0,1,1,1,1,1,1,1,1,1,angr2_emot_sat|angr2_emot_agg|angr2_emot_ann|angr2_emot_irr|angr2_emot_enj|angr2_emot_ala|angr2_emot_fea|angr2_emot_hap|angr2_emot_sca,1,2,0,0,5.983,0,0,0,5.107,0,1,1,1,1,1,1,1,1,1,neut2_emot_fea|neut2_emot_irr|neut2_emot_agg|neut2_emot_sat|neut2_emot_hap|neut2_emot_ala|neut2_emot_sca|neut2_emot_enj|neut2_emot_ann,1,2,0,0,6.804,0,2,,18,3,4,4,5,2,3,4,3,2,4,3,4,3,4,4,2,3,1,5,5,5,5,2,3,2,2,3,1,3,4,4,4,password,GEO,158,11/8/2019,2,3,2,0,1,1,1,1,1,1,"He didn't really make the facial expressions. He did think there was an impact on the GSR ratings, but he didn't really understand what they meant. He thought there was a correlation between emotions and movements. ",neu,FL_23,Anger1|Happy1|Neutral1,Anger2|Neutral2|Happy2
11/8/2019 16:32,11/8/2019 17:39,0,100,4011,1,11/8/2019 17:39,R_1Qbc4BpKUE7DOjB,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,30.829,0,0,0,18.333,0,0,0,19.011,0,0,0,5.006,0,2,1,2,1,1,1,1,1,1,happ1_emot_enj|happ1_emot_hap|happ1_emot_sca|happ1_emot_ala|happ1_emot_irr|happ1_emot_ann|happ1_emot_fea|happ1_emot_agg|happ1_emot_sat,1,5,0,0,14.351,0,0,0,5.01,0,1,1,1,1,1,1,1,1,1,angr1_emot_sat|angr1_emot_irr|angr1_emot_ala|angr1_emot_fea|angr1_emot_sca|angr1_emot_hap|angr1_emot_ann|angr1_emot_agg|angr1_emot_enj,1,6,0,0,7.339,0,0,0,5.006,0,1,1,1,1,1,1,1,1,1,neut1_emot_ala|neut1_emot_enj|neut1_emot_sat|neut1_emot_sca|neut1_emot_irr|neut1_emot_hap|neut1_emot_ann|neut1_emot_fea|neut1_emot_agg,1,6,0,0,10.667,0,0,0,5.108,0,2,1,1,1,1,1,1,1,1,happ2_emot_enj|happ2_emot_agg|happ2_emot_sca|happ2_emot_irr|happ2_emot_sat|happ2_emot_hap|happ2_emot_ann|happ2_emot_fea|happ2_emot_ala,1,6,0,0,6.116,0,0,0,5.006,0,2,1,1,1,1,1,1,1,1,angr2_emot_ann|angr2_emot_fea|angr2_emot_sca|angr2_emot_agg|angr2_emot_irr|angr2_emot_hap|angr2_emot_ala|angr2_emot_sat|angr2_emot_enj,1,5,0,0,6.158,0,0,0,5.007,0,1,1,1,1,1,1,1,1,1,neut2_emot_enj|neut2_emot_ann|neut2_emot_agg|neut2_emot_sca|neut2_emot_sat|neut2_emot_hap|neut2_emot_irr|neut2_emot_ala|neut2_emot_fea,1,6,0,0,9.545,0,1,,18,3,4,4,4,4,3,3,2,3,2,3,3,3,3,2,3,3,4,4,4,4,5,3,3,5,4,3,2,2,3,3,3,password,GEO,159,11/8/2019,4,3,2,0,1,1,1,0,1,1,She remembered the hypothesis but didn't agree with it because the facial expressions made her laugh. She figured out that I thought she would have a weaker response to it all because of what I told her in the beginning. ,neg,FL_22,Anger1|Happy1|Neutral1,Happy2|Anger2|Neutral2
11/1/2019 18:41,11/1/2019 19:14,0,5,2018,0,11/8/2019 18:15,R_3j97bzFpPUfH9qA,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pos,FL_21,,
11/8/2019 17:54,11/8/2019 18:30,0,100,2176,1,11/8/2019 18:30,R_3nj9kIS2BNzgQWj,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,13.598,0,,,,,0,0,8.312,0,0,0,5.007,0,1,2,2,1,1,1,1,1,1,happ1_emot_agg|happ1_emot_enj|happ1_emot_sca|happ1_emot_ala|happ1_emot_irr|happ1_emot_hap|happ1_emot_sat|happ1_emot_fea|happ1_emot_ann,1,3,0,0,7.25,0,0,0,5.007,0,1,1,1,1,1,1,2,1,2,angr1_emot_ann|angr1_emot_fea|angr1_emot_ala|angr1_emot_enj|angr1_emot_sca|angr1_emot_agg|angr1_emot_sat|angr1_emot_irr|angr1_emot_hap,2,4,0,0,11.415,0,0,0,5.007,0,1,1,1,1,1,1,1,1,2,neut1_emot_irr|neut1_emot_ann|neut1_emot_ala|neut1_emot_agg|neut1_emot_sca|neut1_emot_fea|neut1_emot_enj|neut1_emot_hap|neut1_emot_sat,1,1,0,0,13.716,0,0,0,5.111,0,3,2,1,1,1,1,1,2,1,happ2_emot_fea|happ2_emot_agg|happ2_emot_sat|happ2_emot_sca|happ2_emot_ala|happ2_emot_irr|happ2_emot_enj|happ2_emot_ann|happ2_emot_hap,4,4,0,0,6.684,0,0,0,5.008,0,1,1,1,1,1,1,1,2,2,angr2_emot_ann|angr2_emot_irr|angr2_emot_hap|angr2_emot_enj|angr2_emot_sat|angr2_emot_agg|angr2_emot_sca|angr2_emot_ala|angr2_emot_fea,2,4,0,0,6.161,0,0,0,5.008,0,1,1,1,1,1,1,1,1,1,neut2_emot_ala|neut2_emot_fea|neut2_emot_enj|neut2_emot_sat|neut2_emot_agg|neut2_emot_sca|neut2_emot_hap|neut2_emot_irr|neut2_emot_ann,1,1,0,0,7.125,0,1,,18,2,5,1,1,4,4,5,4,4,1,1,2,3,2,3,1,3,2,4,5,5,4,1,5,2,3,1,1,1,2,2,4,password,JOB,160,11/8/2019,0,2,0,0,1,1,1,1,1,1,"Pt completed all trials in the experiment. Pt was aware she was in the control group during the debriefing. Pt was mostly surprised and expected the study to be about GSR readings, and had straight forward answers. Pt did not know she was being recorded, and had expectation of light to be on when recording is in progress.",neu,FL_23,Neutral1|Anger1|Happy1,Anger2|Happy2|Neutral2
11/8/2019 18:31,11/8/2019 19:34,0,100,3771,1,11/8/2019 19:34,R_2BhrSe4WdxcUPIi,,,,,35.9539032,-83.93569946,anonymous,EN,0,0,16.824,0,0,0,15.07,0,0,0,22.532,0,0,0,5.11,0,2,1,1,1,1,1,1,1,1,happ1_emot_fea|happ1_emot_hap|happ1_emot_irr|happ1_emot_sat|happ1_emot_sca|happ1_emot_enj|happ1_emot_ala|happ1_emot_ann|happ1_emot_agg,1,1,0,0,10.964,0,0,0,5.008,0,1,1,1,1,1,1,1,1,1,angr1_emot_agg|angr1_emot_sat|angr1_emot_ann|angr1_emot_enj|angr1_emot_ala|angr1_emot_sca|angr1_emot_hap|angr1_emot_fea|angr1_emot_irr,1,2,0,0,8.902,0,0,0,5.107,0,1,1,1,1,1,1,1,1,1,neut1_emot_agg|neut1_emot_sca|neut1_emot_hap|neut1_emot_sat|neut1_emot_ala|neut1_emot_irr|neut1_emot_enj|neut1_emot_ann|neut1_emot_fea,1,2,0,0,7.052,0,0,0,5.105,0,1,1,1,1,1,1,1,1,1,happ2_emot_ann|happ2_emot_enj|happ2_emot_sat|happ2_emot_agg|happ2_emot_sca|happ2_emot_fea|happ2_emot_ala|happ2_emot_hap|happ2_emot_irr,1,2,0,0,8.823,0,0,0,5.008,0,1,1,1,1,1,1,1,1,1,angr2_emot_sca|angr2_emot_hap|angr2_emot_enj|angr2_emot_ann|angr2_emot_agg|angr2_emot_sat|angr2_emot_irr|angr2_emot_fea|angr2_emot_ala,1,2,0,0,7.121,0,0,0,5.105,0,1,1,1,1,1,1,1,1,1,neut2_emot_agg|neut2_emot_fea|neut2_emot_sat|neut2_emot_irr|neut2_emot_ann|neut2_emot_hap|neut2_emot_ala|neut2_emot_sca|neut2_emot_enj,1,1,0,0,7.76,0,1,,21,2,2,2,3,3,3,4,2,2,3,2,2,3,2,2,2,3,3,2,3,3,3,3,2,3,3,3,2,2,4,4,3,password,JOB,161,11/8/2019,1,0,0,1,1,0,0,0,0,1,"Pt only completed one happy facial expression trial. Pt for the most part seemed confused by most of the experiment, as well as with almost all questions asked. Did attempt to clarify with Pt. Pt did not see correlation between tasks asked to complete and GSR readings. Pt was surprised about what we were studying. Pt previously heard about study, and that this study would be about facial expressions.",neg,FL_22,Happy1|Anger1|Neutral1,Anger2|Neutral2|Happy2
